id,public_metrics,conversation_id,text
1480458305470410752,549,1480458305470410752,['negative']
1480598400689131525,516,1480598400689131525,['negative']
1479036290226081793,504,1479036290226081793,['positive']
1479481655823843331,495,1479481655823843331,['negative']
1479015877907554305,492,1479015877907554305,['negative']
1478801639280713733,482,1478801639280713733,['negative']
1478783918757273604,479,1478779367115403266,['negative']
1479385676835696640,471,1479385676835696640,['negative']
1478771774049427458,471,1478771774049427458,['negative']
1478813968953397248,463,1478813968953397248,['negative']
1478794362180055043,457,1478794362180055043,['negative']
1479907322231242756,454,1479907322231242756,['negative']
1479732103768162309,449,1479732103768162309,['negative']
1478749790414508034,447,1478746563409235972,['negative']
1479540691231555586,447,1479540691231555586,['negative']
1479537829260804102,444,1479537829260804102,['negative']
1479569530468847621,442,1479569530468847621,['negative']
1478777011657224192,422,1478777011657224192,['negative']
1478776292879306753,414,1478776292879306753,['negative']
1479917440767336448,414,1479917440767336448,['negative']
1479158574576250883,408,1479158574576250883,['negative']
1478850710108266501,408,1478850710108266501,['positive']
1479863569336393729,405,1479863569336393729,['negative']
1478807373196238852,401,1478807373196238852,['negative']
1480497147892178946,398,1480497147892178946,['negative']
1480854123604058113,396,1480854123604058113,['negative']
1478843849602707456,394,1478843849602707456,['negative']
1480114461692280832,392,1480111683880292352,['negative']
1478831867617026051,367,1478831867617026051,['negative']
1480531426080661504,364,1480531426080661504,['negative']
1478449368961331207,362,1478449368961331207,['negative']
1480559283746091019,359,1480559283746091019,['negative']
1480104628406689792,355,1480104628406689792,['negative']
1480513381140508675,354,1480513381140508675,['negative']
1480888471761924101,353,1480888471761924101,['negative']
1479086205421735943,353,1479086205421735943,['negative']
1480673789600055299,352,1480673789600055299,['negative']
1480335124428431366,349,1480335124428431366,['negative']
1479613674193051648,348,1479613674193051648,['positive']
1479477739874885637,322,1479477739874885637,['negative']
1479888518772150273,317,1479888518772150273,['negative']
1480620892707295232,316,1480620892707295232,['negative']
1480624742629584897,315,1480624742629584897,['negative']
1478814917088137217,309,1478814917088137217,['negative']
1480169472833040394,308,1480169472833040394,['negative']
1478807380372697091,308,1478807380372697091,['negative']
1480548231360638978,307,1480548231360638978,['negative']
1479788845533220864,306,1479788845533220864,['negative']
1480079971708243971,305,1480079971708243971,['negative']
1479471916293447681,296,1479471916293447681,['negative']
1478808444882853891,294,1478808444882853891,['negative']
1479435322912030722,294,1479435322912030722,['negative']
1479545395378376710,294,1479545395378376710,['negative']
1479504593784643586,294,1479504593784643586,['negative']
1480505995155681285,282,1480505995155681285,['negative']
1479187953154932740,275,1479187953154932740,['negative']
1479732103667339266,270,1479732103667339266,['negative']
1479519776263266305,269,1479519776263266305,['negative']
1479909573842685957,264,1479886072154894347,['negative']
1478971275687120901,263,1478971275687120901,['negative']
1479727177671262209,262,1479727177671262209,['negative']
1478740327460749318,261,1478740327460749318,['negative']
1480650194718965761,258,1480650194718965761,['negative']
1478836125238239234,254,1478836125238239234,['negative']
1479045489182060546,253,1479045489182060546,['negative']
1479193758201790465,251,1479193758201790465,['negative']
1479867735760846848,250,1479867735760846848,['negative']
1478763451942068230,243,1478763451942068230,['negative']
1478785345223282693,241,1478785345223282693,['negative']
1479783360138518528,240,1479783360138518528,['negative']
1479703684380508162,237,1479703684380508162,['negative']
1479077696655212550,235,1479077696655212550,['negative']
1479835051147862025,234,1479835051147862025,['negative']
1478801676760977408,234,1478801676760977408,['negative']
1479119748281421832,233,1479119748281421832,['negative']
1479786310856491009,231,1479786310856491009,['negative']
1478798444391280642,230,1478798444391280642,['negative']
1479535591809331202,229,1479535591809331202,['positive']
1478694062463008769,221,1478694062463008769,['negative']
1479051904726536193,220,1479051904726536193,['negative']
1479049475574353926,220,1479049475574353926,['negative']
1479125548161028101,219,1479125548161028101,['negative']
1478820576277970948,218,1478820576277970948,['negative']
1478634099669704705,213,1478634099669704705,['negative']
1479907437729796096,213,1479907437729796096,['negative']
1478795571100061699,211,1478795571100061699,['negative']
1480522825895133184,211,1480522825895133184,['negative']
1478743590587277314,209,1478743590587277314,['negative']
1480494278115737600,208,1480494278115737600,['negative']
1479775101801353218,207,1479775101801353218,['negative']
1479132639575564296,205,1479132639575564296,['negative']
1478694511354298375,204,1478694511354298375,['negative']
1480453983735005194,203,1480453983735005194,['negative']
1480616752283275280,201,1480616752283275280,['negative']
1480484411963494403,199,1480484411963494403,['negative']
1479569184883412997,198,1479569184883412997,['negative']
1479889394383347722,196,1479889394383347722,['negative']
1480298014187085833,195,1480298014187085833,['negative']
1478395811981631490,195,1478395811981631490,['positive']
1480608359002910728,191,1480608359002910728,['negative']
1479405113018101761,184,1479405113018101761,['negative']
1480223429102026764,183,1480223429102026764,['negative']
1478644426092261376,183,1478644426092261376,['negative']
1478701086055841796,182,1478701086055841796,['negative']
1478805887502499844,181,1478805887502499844,['negative']
1478408322088906763,179,1478408322088906763,['negative']
1478821085672054787,179,1478821085672054787,['negative']
1480605307806040069,179,1480605307806040069,['negative']
1478820449048047617,178,1478820449048047617,['positive']
1479747853010587650,178,1479746930649489408,['negative']
1480253834840600576,176,1480253834840600576,['negative']
1478433183867846661,176,1478433183867846661,['negative']
1479097820481208325,175,1479097820481208325,['negative']
1479150778518437892,171,1479150778518437892,['negative']
1479212566115405824,171,1479212566115405824,['negative']
1478786199582121996,170,1478786199582121996,['negative']
1479008979720318977,169,1429474255532707846,['negative']
1480503874595311621,168,1480503874595311621,['negative']
1479030406263545857,167,1479030406263545857,['positive']
1478791164002283520,162,1478791164002283520,['negative']
1479580101436133376,157,1479580101436133376,['negative']
1480433862236905473,154,1480433862236905473,['negative']
1480119988136865798,151,1480119988136865798,['negative']
1480127889878228994,150,1480127889878228994,['negative']
1480493701910695942,150,1480493701910695942,['negative']
1479426259860008962,150,1479426259860008962,['negative']
1478783605157601290,148,1478783605157601290,['negative']
1479028605451649024,147,1479028605451649024,['positive']
1479394328179056641,146,1479394328179056641,['negative']
1480450956890357764,146,1480450956890357764,['negative']
1480637692127940612,145,1480637692127940612,['negative']
1478432808817287171,142,1478432808817287171,['negative']
1480343542744633347,142,1480343542744633347,['negative']
1478821194023546886,139,1478821194023546886,['negative']
1478793984629780486,138,1478793984629780486,['negative']
1478818205514752001,137,1478818205514752001,['negative']
1478812851984867330,136,1477944811240005632,['negative']
1479126606111285252,134,1479126606111285252,['negative']
1480103294605348864,134,1480103294605348864,['negative']
1480871604624232448,133,1480871604624232448,['negative']
1478636518201769986,133,1478636518201769986,['negative']
1479788802256388100,132,1479788802256388100,['negative']
1480540870730526723,132,1480534077241450498,['negative']
1478793928728055812,131,1478793928728055812,['negative']
1480881393987162115,131,1480881393987162115,['negative']
1479777738848448513,131,1479777738848448513,['negative']
1479773894529662981,130,1479773885545553921,['negative']
1478790398394830856,129,1478790398394830856,['negative']
1480195081978138627,126,1480195081978138627,['negative']
1480855498727596034,124,1480855498727596034,['negative']
1478791172730634248,124,1478769767775457289,['negative']
1478455709549408259,124,1478455709549408259,['negative']
1479748190131957761,123,1479748190131957761,['negative']
1478459727688388614,123,1478459727688388614,['negative']
1478774607737937923,122,1478774607737937923,['negative']
1479165858794594316,122,1479165858794594316,['positive']
1478824477433679872,122,1478824477433679872,['negative']
1480497168486178816,121,1480497168486178816,['negative']
1479175503382814720,121,1479175503382814720,['negative']
1478856176603443203,120,1478856176603443203,['negative']
1479849400679772164,118,1479849400679772164,['negative']
1480582060431532036,118,1480460472709263370,['negative']
1478826281231863810,116,1478815361206263811,['negative']
1478815736206434312,116,1478815736206434312,['negative']
1480446228039180290,115,1480446228039180290,['negative']
1479517650556489734,114,1479517650556489734,['negative']
1480606721190113282,114,1480591818324688896,['negative']
1480195686876561410,114,1480181321041420289,['negative']
1478612852231618566,113,1478612852231618566,['negative']
1480316893881851907,113,1480316893881851907,['positive']
1479344668592771072,112,1479344668592771072,['negative']
1479702223508623364,112,1479702223508623364,['negative']
1479963026858164231,112,1479963026858164231,['negative']
1478755515861716992,110,1478755515861716992,['negative']
1478863146370617346,110,1478863146370617346,['negative']
1478827730594582531,109,1478827730594582531,['negative']
1479137873421033477,108,1479137873421033477,['negative']
1479133112726663168,107,1479133112726663168,['negative']
1479877209414418447,107,1479872930108616707,['negative']
1479252405137068032,107,1479252405137068032,['negative']
1478691557767364611,106,1478691557767364611,['negative']
1480879934197403648,106,1480879934197403648,['negative']
1478414127752257536,106,1478414127752257536,['negative']
1478672121563860993,106,1478670244109602817,['negative']
1478414869405868043,105,1478414869405868043,['negative']
1480585082368897026,104,1480585082368897026,['negative']
1479921522252947463,104,1479921522252947463,['negative']
1479177362994610177,103,1479177362994610177,['negative']
1478425019290165251,103,1478425019290165251,['negative']
1480126513316089865,103,1480126513316089865,['negative']
1480159521167314947,103,1480159521167314947,['negative']
1478703988027576327,103,1478702891561103360,['negative']
1479072454605787137,102,1479072454605787137,['negative']
1478505391902400512,102,1478505391902400512,['positive']
1479392776181751808,102,1479392776181751808,['negative']
1480164536934096900,101,1480164536934096900,['negative']
1478782812668968965,101,1478782812668968965,['negative']
1478648722452094983,99,1478648722452094983,['negative']
1480132014766501890,99,1480132014766501890,['negative']
1480149705975808000,98,1480149705975808000,['negative']
1480603244372111364,98,1480603244372111364,['negative']
1479078846842421253,98,1479078846842421253,['negative']
1479589164953788418,96,1479585445340233733,['positive']
1480467575221927939,96,1480467575221927939,['negative']
1480870749992857603,95,1480864247575986178,['negative']
1478764233164832778,95,1478764233164832778,['negative']
1478454942503428102,95,1478454942503428102,['negative']
1479439698561052678,94,1479439698561052678,['negative']
1479133948013854722,94,1479133948013854722,['negative']
1480092175878791171,94,1480092175878791171,['positive']
1480605329750638595,92,1480605329750638595,['negative']
1479516522448052232,92,1479516522448052232,['negative']
1480537567997145088,91,1480537567997145088,['negative']
1479198099960737798,91,1479198099960737798,['negative']
1478778151966752769,90,1478778151966752769,['negative']
1479135574971801612,90,1479134452672614401,['positive']
1479023182359187457,89,1479023182359187457,['negative']
1479207088928833546,89,1479207088928833546,['negative']
1479712206057091072,89,1479712206057091072,['negative']
1479757068169056256,88,1479736887057264641,['negative']
1478825904596041738,88,1478825904596041738,['positive']
1479133235716231175,88,1479133235716231175,['negative']
1479536301678469126,87,1479536301678469126,['negative']
1480894827206225921,87,1480894827206225921,['positive']
1479007931999952896,87,1479007931999952896,['negative']
1480911096743710728,86,1480911096743710728,['negative']
1480467601830596608,85,1480467601830596608,['negative']
1478884855370985478,85,1478884855370985478,['negative']
1480637816098988032,85,1480637816098988032,['negative']
1480596738897592320,85,1480596738897592320,['negative']
1479953243400814592,85,1479953243400814592,['negative']
1479828825764737033,85,1479828825764737033,['negative']
1480492202950340616,83,1480492202950340616,['negative']
1478738494528892929,83,1478738494528892929,['negative']
1478864937078431758,83,1478864937078431758,['negative']
1478825523446956032,82,1478815361206263811,['negative']
1480287546227707908,81,1480287546227707908,['positive']
1479770949243265026,80,1479760936747802634,['negative']
1478824687283187713,79,1478815361206263811,['negative']
1478708028581068806,79,1478708028581068806,['negative']
1479236716376514563,78,1479223336827863044,['negative']
1478806446703792136,78,1478806446703792136,['negative']
1479950722791845890,78,1479950722791845890,['negative']
1478810396639346690,77,1478804070152474626,['negative']
1480572550895882240,76,1480572550895882240,['negative']
1479023906740924419,76,1479023906740924419,['negative']
1479476704338972673,76,1479476704338972673,['negative']
1478720743521374210,76,1478720743521374210,['negative']
1480505778339467265,75,1480505778339467265,['negative']
1480595566535057415,74,1480583555264696321,['negative']
1478587031857123329,74,1478508333761978368,['negative']
1479157588046532609,74,1479157588046532609,['negative']
1479031379895721991,74,1479031379895721991,['negative']
1478906467268841472,73,1478906467268841472,['negative']
1480567955570241546,73,1480567955570241546,['negative']
1479485326758395914,72,1479485326758395914,['negative']
1479406933354426371,72,1479405401649127425,['negative']
1478638457337569283,71,1478638457337569283,['negative']
1478763649254764546,71,1429474255532707846,['positive']
1480572092424802312,71,1480572092424802312,['negative']
1479086294580047878,70,1479086294580047878,['negative']
1479868213714464769,70,1479868213714464769,['negative']
1480496237900148738,70,1480496237900148738,['negative']
1479847776427126785,70,1479847776427126785,['negative']
1480114399239188482,68,1480114399239188482,['negative']
1480320186905473031,68,1480320186905473031,['negative']
1480431560390291460,67,1480431560390291460,['negative']
1479402618199883777,67,1479402618199883777,['negative']
1480096380798394368,67,1480096380798394368,['negative']
1479169449165045761,67,1479169449165045761,['negative']
1480190618383130630,66,1480190618383130630,['negative']
1479410146015121410,66,1479410146015121410,['negative']
1478807396139085831,66,1478807396139085831,['negative']
1478788971694075905,66,1478788971694075905,['negative']
1478800824717488132,65,1478800824717488132,['negative']
1478831509603864579,65,1478831509603864579,['negative']
1479332980778745856,65,1479332980778745856,['negative']
1478803404793262093,64,1478803404793262093,['negative']
1479384270066135042,62,1479384270066135042,['positive']
1479558980749991943,62,1479558980749991943,['negative']
1479152093135003650,62,1479148650676826125,['positive']
1478423851444981760,61,1478423851444981760,['negative']
1480863280386265088,61,1480863280386265088,['negative']
1478771339548925962,61,1478771339548925962,['negative']
1480221167587840004,60,1480221167587840004,['negative']
1478703202359025666,60,1478703202359025666,['negative']
1479448627093327875,59,1479448627093327875,['negative']
1480805946653872130,59,1480805946653872130,['negative']
1479397497294540803,59,1479397497294540803,['negative']
1480498145914200065,59,1480498145914200065,['negative']
1478671252776701961,58,1478671252776701961,['negative']
1478861794433191940,58,1478749823641792516,['negative']
1478767888454590468,58,1478767888454590468,['negative']
1479839604257787911,58,1479839604257787911,['negative']
1478826583548956672,57,1478826583548956672,['negative']
1479851491259207684,57,1479851491259207684,['negative']
1480593334376845315,57,1480593334376845315,['positive']
1478665511508586498,56,1478665511508586498,['negative']
1478607408880664576,56,1478607408880664576,['negative']
1478409848240943108,56,1478409848240943108,['negative']
1478529934075338754,56,1478529934075338754,['negative']
1479752689978417153,56,1479752689978417153,['negative']
1479471758671585284,56,1479471758671585284,['negative']
1480224230251892737,56,1480224230251892737,['negative']
1480657297303089161,55,1480657297303089161,['negative']
1479449631981461511,55,1479449631981461511,['negative']
1479076976203862020,55,1479076976203862020,['negative']
1478671551880912897,55,1478671551880912897,['negative']
1478817833433849857,55,1478817833433849857,['negative']
1479036360216485890,55,1479036360216485890,['negative']
1478807847500763139,55,1478807847500763139,['negative']
1479797843451949062,55,1479797843451949062,['negative']
1478624453034713091,55,1478530658616201217,['negative']
1478756622843494402,55,1478754099269148673,['negative']
1479526953908674562,55,1479526953908674562,['negative']
1478805795290730502,54,1478805795290730502,['negative']
1479741827024576512,54,1479741827024576512,['negative']
1479526283059019786,54,1479526283059019786,['negative']
1480497396291235843,54,1480497396291235843,['negative']
1479403242840854530,53,1479403242840854530,['negative']
1479136861230616587,53,1479136861230616587,['negative']
1480763879454085122,52,1480763879454085122,['negative']
1478806192684163077,52,1478806192684163077,['negative']
1479049002427555846,52,1479046003089154051,['negative']
1479476589758984199,52,1479476589758984199,['negative']
1478695502371860484,51,1478640835671601152,['negative']
1479030632734986240,51,1479030632734986240,['positive']
1478768645476077569,51,1478768645476077569,['negative']
1480836971417247750,50,1480836971417247750,['negative']
1479447705608937481,50,1479447705608937481,['negative']
1479870691306577921,50,1479869076050780164,['negative']
1479800486693937153,50,1479800486693937153,['negative']
1480654154922139657,50,1480654154922139657,['negative']
1478978273162014720,50,1478978273162014720,['negative']
1479866616657629185,49,1479866616657629185,['negative']
1480174195472543755,49,1480174195472543755,['negative']
1478794211440922627,49,1478794211440922627,['negative']
1478846156381773825,49,1478846156381773825,['negative']
1478812642592665604,49,1478812642592665604,['negative']
1480445631512694784,49,1480445631512694784,['negative']
1480334740200828938,48,1480334740200828938,['negative']
1480845647163056131,48,1480845647163056131,['negative']
1479083805742972928,48,1479083805742972928,['negative']
1478505414228652046,48,1478491648871084033,['negative']
1480438663062433792,48,1480438663062433792,['positive']
1480120522490925058,48,1480120522490925058,['negative']
1480614759309484039,47,1480614759309484039,['negative']
1478797053442633737,47,1478797053442633737,['negative']
1480781522672119811,47,1480781522672119811,['negative']
1480229456266604545,47,1480229456266604545,['negative']
1479179135310344193,47,1479179135310344193,['negative']
1480506811799199755,46,1480506811799199755,['negative']
1480166181952790528,46,1480146144630083585,['negative']
1480149628565823488,46,1480149628565823488,['negative']
1478880708370251779,46,1478880708370251779,['positive']
1480906141840424960,45,1480906141840424960,['negative']
1479442984936615939,45,1479442984936615939,['negative']
1478729814303514628,45,1478729814303514628,['negative']
1480447357871443973,45,1480447357871443973,['negative']
1478765396148822019,45,1478765396148822019,['positive']
1480128743565938694,44,1480128743565938694,['negative']
1479493299077537795,44,1479491788641476611,['negative']
1479706198370881540,44,1479706198370881540,['negative']
1479094695238279176,44,1479094695238279176,['negative']
1480522595158081537,44,1480522595158081537,['negative']
1480268521917628421,44,1480268521917628421,['negative']
1479152546279211011,44,1479152546279211011,['negative']
1478818686106546178,44,1478818686106546178,['negative']
1478776518017007622,44,1478764247450632192,['negative']
1478662212222959619,43,1478662212222959619,['negative']
1478419551490613250,43,1478419551490613250,['negative']
1479015350452826113,43,1479015350452826113,['negative']
1479569439024730116,42,1479569439024730116,['negative']
1478459636420423680,42,1478459636420423680,['negative']
1479902529970479104,42,1479902529970479104,['negative']
1479045942385037313,41,1479024673673334785,['negative']
1478477899980288001,41,1478477899980288001,['negative']
1478757281529479169,41,1478757281529479169,['negative']
1480488063277150211,41,1480488063277150211,['negative']
1479787785510866947,41,1479787785510866947,['negative']
1478966762301542400,40,1478966762301542400,['negative']
1480546120707231749,40,1480546120707231749,['negative']
1479383632745840640,40,1479383632745840640,['negative']
1478811343104978944,40,1478811343104978944,['negative']
1478837152167387136,40,1478837152167387136,['negative']
1480464424037146628,40,1480464424037146628,['negative']
1479022660579434497,40,1479022660579434497,['negative']
1478402185960562691,39,1478402185960562691,['positive']
1478446812897886211,39,1478446812897886211,['negative']
1478806301153148930,39,1478806301153148930,['negative']
1479226228066471938,39,1479195489539141636,['negative']
1478843871987654665,39,1478843871987654665,['negative']
1480629993772359682,39,1480629993772359682,['negative']
1480203358447321095,39,1480203358447321095,['negative']
1480207477140602891,38,1480090412048166912,['negative']
1479437860075880453,38,1479437860075880453,['negative']
1480219801511469062,38,1480219801511469062,['negative']
1478805166396694529,38,1478805166396694529,['negative']
1478445365447778304,38,1478445365447778304,['negative']
1479043045584785411,38,1479043045584785411,['negative']
1478969878077841408,38,1478969878077841408,['positive']
1479078362085789698,37,1479078362085789698,['negative']
1480490509714042881,37,1480490509714042881,['negative']
1478722724440809475,37,1478721661646082051,['negative']
1479171815570300937,37,1479171815570300937,['positive']
1479031676604928005,37,1479031676604928005,['negative']
1478667621864247302,37,1478667621864247302,['negative']
1479099459636105218,37,1479099459636105218,['negative']
1479744937092698117,36,1479744937092698117,['negative']
1478781642558906368,36,1478781642558906368,['negative']
1479240033081171970,36,1479240033081171970,['negative']
1478998969359507456,36,1478998969359507456,['negative']
1478998991052460034,36,1478998991052460034,['negative']
1478814420977528834,36,1478814420977528834,['negative']
1479285132255277057,36,1479285132255277057,['negative']
1480870489044267009,36,1480868246987452419,['negative']
1478837468313042944,35,1478837468313042944,['positive']
1479069988417941511,35,1479030406263545857,['positive']
1480459927890153478,35,1480459927890153478,['negative']
1480474172094664711,35,1480474172094664711,['negative']
1480222910505701378,35,1480222910505701378,['negative']
1480445990087933953,34,1480445990087933953,['negative']
1478792818948780034,34,1478791891839819776,['negative']
1480582585315115021,34,1480582585315115021,['negative']
1480301077123710977,34,1480301077123710977,['negative']
1478458125250445316,34,1478458125250445316,['negative']
1480585371880726530,34,1480585371880726530,['negative']
1480419275705917450,34,1480419275705917450,['negative']
1479428647568265217,34,1479428647568265217,['positive']
1478774912718409734,34,1478774912718409734,['positive']
1479075342295908361,34,1479072454605787137,['negative']
1479198121884270594,34,1479198121884270594,['negative']
1478648382101020678,33,1478648382101020678,['negative']
1478590543152259075,33,1478590543152259075,['negative']
1480188866887827460,33,1480188866887827460,['positive']
1478460209437855752,33,1478460209437855752,['positive']
1480569614153453569,33,1480569614153453569,['positive']
1478805410287075335,33,1478805410287075335,['negative']
1479775990431760390,33,1479775990431760390,['negative']
1480100607256141824,33,1480100607256141824,['negative']
1480460683363991553,33,1480460683363991553,['negative']
1479077219301482503,32,1479077219301482503,['negative']
1480125488626606083,32,1480118851731968003,['negative']
1480346865304489984,32,1480346865304489984,['negative']
1479024535546511361,32,1479024535546511361,['negative']
1479765292951773187,32,1479765292951773187,['negative']
1478449326292713482,32,1478449326292713482,['negative']
1479809712455626754,32,1479809712455626754,['negative']
1478474817707905034,32,1478474817707905034,['negative']
1478842115023122434,32,1478841104892051469,['negative']
1479846735123996672,32,1479846735123996672,['negative']
1480152513391337472,32,1480152513391337472,['negative']
1478675564349243400,32,1478675564349243400,['negative']
1478826509204963334,32,1478826509204963334,['negative']
1478793367433658372,32,1478793367433658372,['negative']
1479063723658592263,31,1479063723658592263,['negative']
1478791852954374159,31,1478791852954374159,['negative']
1478779966280065032,31,1478779966280065032,['positive']
1479545090175639552,31,1419612595766632450,['negative']
1478433385886461953,31,1478433385886461953,['positive']
1478812749845118980,31,1478812749845118980,['negative']
1480202300211838977,31,1480202300211838977,['negative']
1478463754887176193,31,1478463754887176193,['negative']
1478759997148471302,31,1478759997148471302,['negative']
1479165636089729028,31,1479146162384998402,['negative']
1479917693679640582,30,1479917693679640582,['negative']
1480620096217354242,30,1480620096217354242,['negative']
1479913153433591812,30,1479886072154894347,['negative']
1479199674015883279,30,1479199674015883279,['negative']
1479546973686489097,30,1479546973686489097,['negative']
1479069870746701826,30,1479069870746701826,['positive']
1478750152072605699,30,1478746563409235972,['negative']
1478438812279787522,30,1478437862844551171,['negative']
1478884378277302276,30,1478884378277302276,['negative']
1480146921960484874,30,1480146921960484874,['negative']
1479802469664407553,30,1479802469664407553,['negative']
1479474410763530243,30,1479474410763530243,['negative']
1479713105735213056,30,1479712206057091072,['negative']
1478407699972960257,29,1478385119480188929,['negative']
1480584895269376002,29,1480583037465378822,['negative']
1480877716761198595,29,1480877716761198595,['negative']
1478785487502516232,29,1478785487502516232,['negative']
1479141135029260288,29,1478794355842469894,['negative']
1480872367962439687,29,1480864247575986178,['negative']
1478709286066962432,29,1478703918435770370,['negative']
1479096948405596161,29,1479096948405596161,['negative']
1479419708575207427,29,1479419708575207427,['negative']
1480875007114989571,29,1480875007114989571,['negative']
1478860516449730562,29,1478860516449730562,['negative']
1479963727084597253,29,1479831695125848069,['negative']
1478823814356250629,29,1478823814356250629,['negative']
1478403016688558081,29,1478403016688558081,['negative']
1478803082477772801,29,1478803082477772801,['negative']
1480879327373840387,28,1480879327373840387,['negative']
1479066995744256002,28,1479066995744256002,['negative']
1479244727363018757,28,1479244727363018757,['negative']
1480834443988381696,28,1480834443988381696,['negative']
1479182314294886407,28,1479182314294886407,['negative']
1479441232871010305,28,1479441232871010305,['negative']
1480547734503501833,28,1480547734503501833,['negative']
1479883257873317891,28,1479883257873317891,['negative']
1480626071619973121,28,1480625435612434443,['negative']
1478825430153154563,28,1478825430153154563,['negative']
1479506694283661318,28,1479506694283661318,['negative']
1478845545162674179,28,1478845545162674179,['negative']
1479524511473192969,28,1479522402828705793,['negative']
1480547174614138882,28,1480547174614138882,['negative']
1478850905067896835,28,1478836640370020354,['negative']
1479089365951389699,28,1479089365951389699,['positive']
1479062817827438593,28,1479062817827438593,['negative']
1479777874462789634,28,1479777874462789634,['negative']
1478465397968056329,28,1478465397968056329,['negative']
1479579996540841987,28,1479579996540841987,['negative']
1478835312617046016,28,1478835312617046016,['negative']
1480483639188201477,27,1480483639188201477,['positive']
1478653654160793601,27,1478653654160793601,['negative']
1480466753570418689,27,1480466753570418689,['positive']
1479936087007113225,27,1479936087007113225,['negative']
1478776475243499528,27,1478776475243499528,['negative']
1480838373564690433,27,1480838373564690433,['negative']
1480867983559991299,27,1480860048159039490,['negative']
1478399744313544714,27,1462859203341660167,['negative']
1478774493132861440,27,1478774493132861440,['negative']
1479358423586193409,27,1479358423586193409,['negative']
1478975155540008964,27,1478975155540008964,['negative']
1479060205195481088,27,1479060205195481088,['positive']
1479796667838865410,27,1479796667838865410,['negative']
1478490872077590533,26,1478490872077590533,['negative']
1478822230188564483,26,1478822230188564483,['negative']
1478748560917209090,26,1478748560917209090,['negative']
1478417235039428610,26,1478417235039428610,['positive']
1479169097543913477,26,1479169097543913477,['negative']
1480233745705836547,26,1480226723883012098,['negative']
1478758071614722048,26,1478758071614722048,['negative']
1478421553935228931,26,1478421553935228931,['negative']
1479765919291293698,26,1479759313891696641,['negative']
1480489870086791168,26,1480489870086791168,['negative']
1479707060040261632,26,1479707060040261632,['negative']
1479880254403588098,26,1479866549469073421,['negative']
1478433495370592256,26,1478433495370592256,['negative']
1478846653771755521,26,1478846653771755521,['negative']
1480496797093093376,26,1480496797093093376,['positive']
1479055577246572549,26,1478843871987654665,['negative']
1479817082237816832,25,1479817082237816832,['negative']
1479437593859301376,25,1479437593859301376,['negative']
1478728721926393856,25,1478728721926393856,['negative']
1479346966106710017,25,1479346966106710017,['negative']
1480433407192887298,25,1480433407192887298,['positive']
1478418702706036743,25,1478418702706036743,['negative']
1479496545405915142,25,1479496545405915142,['negative']
1478803702232371208,25,1478803702232371208,['negative']
1479502856302563331,25,1479444884931190787,['negative']
